id,formal,url_pc,address,tel,post,geocode,libkey,libid,systemid,city,created_at,updated_at
5946,佐久大学図書館,http://www.saku.ac.jp/library/,長野県佐久市岩村田2384,0267-68-6680,385-0022,"138.463249,36.266009",図書館,107184,,佐久市,2025-03-06 05:08:22 UTC,2025-03-07 14:40:43 UTC
5947,清泉女学院大学・短期大学図書館,http://www.seisen-jc.ac.jp/guidance/library.htm,長野県長野市上野2丁目120−8,026-295-1320,381-0085,"138.2362659,36.6862069",図書館,107174,,長野市,2025-03-06 05:08:22 UTC,2025-03-07 14:40:43 UTC
5948,信州大学附属図書館中央図書館,http://www.shinshu-u.ac.jp/institution/library/,長野県松本市旭3-1-1,0263-37-2178,390-8621,"137.977989,36.252473",中央図書館,105286,,松本市,2025-03-06 05:08:22 UTC,2025-03-07 14:40:43 UTC
5949,信州大学附属図書館医学部図書館,http://www.shinshu-u.ac.jp/institution/library/,長野県松本市旭3-1-1,0263-37-2584,390-8621,"137.977645,36.250338",医学部図書館,105339,,松本市,2025-03-06 05:08:22 UTC,2025-03-07 14:40:43 UTC
5950,信州大学附属図書館工学部図書館,http://www.shinshu-u.ac.jp/institution/library/,長野県長野市若里4-17-1,026-269-5082,380-8553,"138.189457,36.630842",工学部図書館,105283,,長野市,2025-03-06 05:08:22 UTC,2025-03-07 14:40:43 UTC
5951,信州大学附属図書館教育学部図書館,http://www.shinshu-u.ac.jp/institution/library/,長野県長野市西長野6のロ,026-238-4061,380-8544,"138.182417,36.657370",教育学部図書館,105285,,長野市,2025-03-06 05:08:22 UTC,2025-03-07 14:40:44 UTC
5952,信州大学附属図書館繊維学部図書館,http://www.shinshu-u.ac.jp/institution/library/,長野県上田市常田3-15-1,0268-21-5313,386-8567,"138.260960,36.392210",繊維学部図書館,105287,,上田市,2025-03-06 05:08:22 UTC,2025-03-07 14:40:44 UTC
5953,信州大学附属図書館農学部図書館,http://www.shinshu-u.ac.jp/institution/library/,長野県上伊那郡南箕輪村8304,0265-77-1316,399-4598,"137.934735,35.865104",農学部図書館,105284,,上伊那郡南箕輪村,2025-03-06 05:08:22 UTC,2025-03-07 14:40:44 UTC
5954,長野保健医療大学附属図書館,http://shitoku.ac.jp/library,長野県長野市川中島町今井原11-1,026-283-6111,381-2227,"138.1453968,36.593838",図書館,119442,,長野市,2025-03-06 05:08:22 UTC,2025-03-07 14:40:44 UTC
5955,筑波大学菅平高原実験センター図書室,http://www.sugadaira.tsukuba.ac.jp/,長野県上田市真田町長1278-294,0268-74-2002,386-2201,"138.3818783,36.5100433",菅セ,108448,,上田市,2025-03-06 05:08:22 UTC,2025-03-07 14:40:44 UTC
5956,諏訪東京理科大学図書館,https://www.sus.ac.jp/category/topics/library-topics/,長野県茅野市豊平5000-1,026-673-1356,391-0292,"138.183825,36.008014",諏訪図書館,105058,,茅野市,2025-03-06 05:08:22 UTC,2025-03-07 14:40:44 UTC
5957,上田女子短期大学附属図書館,http://www.uedawjc.ac.jp/libhp/,長野県上田市下之郷乙620,0268-38-6019,386-1214,"138.220617,36.369365",附属図書館,111853,,上田市,2025-03-06 05:08:22 UTC,2025-03-07 14:40:44 UTC
5958,長野県立大学図書館,http://www.u-nagano.ac.jp/about/outline/campus/library.html,長野県長野市三輪8-49-7,026-462-1441,380-8525,"138.199647,36.665607",図書館,116843,,長野市,2025-03-06 05:08:22 UTC,2025-03-07 14:40:45 UTC
5959,富士吉田市立看護専門学校図書室,https://kansen.opac.jp/opac/Top,山梨県富士吉田市上吉田5606番地18,0555-24-8787,403-0005,"138.8032468,35.4555643",図書室,108324,,富士吉田市,2025-03-06 05:10:23 UTC,2025-03-07 14:41:18 UTC
5960,健康科学大学附属図書館,http://www.kenkoudai.ac.jp/library/,山梨県南都留郡富士河口湖町小立7187,0555-83-5216,401-0380,"138.743614,35.4644039",図書館,107176,,南都留郡富士河口湖町,2025-03-06 05:10:23 UTC,2025-03-07 14:41:19 UTC
5961,甲府看護専門学校図書館,https://kofu-kango.opac.jp/opac/top,山梨県甲府市塩部3-1-4,055-254-3300,400-0026,"138.556376,35.672811",図書館,123292,,甲府市,2025-03-06 05:10:23 UTC,2025-03-07 14:41:19 UTC
5962,身延山大学図書館,http://www.min.jp/library/,山梨県南巨摩郡身延町身延3567,0556-62-9507,409-2597,"138.427329,35.381306",大学図書館,111954,,南巨摩郡身延町,2025-03-06 05:10:24 UTC,2025-03-07 14:41:19 UTC
5963,帝京科学大学東京西図書館,http://www.ntu.ac.jp/library/,山梨県上野原市八ッ沢2525,0554-63-6914,409-0193,"139.098652,35.624860",東京西,105598,,上野原市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:19 UTC
5964,大月短期大学図書館,http://www.ohtsuki.ac.jp/college/facilities/library,山梨県大月市御太刀1-16-2,0554-22-5611,401-0012,"138.9464935,35.6128435",本館,111847,,大月市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:19 UTC
5965,昭和大学富士吉田校舎図書室,https://www.showa-u.ac.jp/lib/relation/fujiyoshida.html,山梨県富士吉田市上吉田4562,0555-22-4403,403-0005,"138.7770214,35.4741033",富士吉田,115787,,富士吉田市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:19 UTC
5966,帝京山梨看護専門学校図書室,https://teikan-library.opac.jp/opac/top,山梨県甲府市北口2丁目15-4,055-251-4441,400-0024,"138.5701925,35.6699735",図書館,111852,,甲府市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:19 UTC
5967,都留文科大学附属図書館,https://www.tsuru.ac.jp/site/library/,山梨県都留市田原3-8-1,0554-43-4341,402-8555,"138.895872,35.538945",図書館,109626,,都留市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:20 UTC
5968,山梨大学附属図書館医学分館,http://www.lib.yamanashi.ac.jp/igaku/,山梨県中央市下河東1110,055-273-9357,409-3898,"138.536983,35.609243",医学分館,107413,,中央市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:20 UTC
5969,山梨大学附属図書館子ども図書室,http://www.lib.yamanashi.ac.jp/pyonpyon/,山梨県甲府市武田4丁目4-37,055-220-8066 [本館],400-8510,"138.572407,35.677872",子ども図書室,106177,,甲府市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:20 UTC
5970,山梨大学附属図書館,http://lib.yamanashi.ac.jp/,山梨県甲府市武田4丁目4-37,055-220-8066,400-8510,"138.571965,35.678153",本館,106176,,甲府市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:20 UTC
5971,山梨英和大学附属図書館,https://www.yamanashi-eiwa.ac.jp/guide/campus/libra/,山梨県甲府市横根町888,055-223-6034,400-8555,"138.6120759,35.6619917",図書館,109201,,甲府市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:20 UTC
5972,山梨県立大学看護図書館,https://www.yamanashi-ken.ac.jp/library/ikeda/,山梨県甲府市池田1丁目6-1,055-253-9429,400-0062,"138.545824,35.672189",看護,107707,,甲府市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:20 UTC
5973,山梨県立大学飯田図書館,https://www.yamanashi-ken.ac.jp/library/iida/,山梨県甲府市飯田5丁目11-1,055-224-5340,400-0035,"138.555395,35.664339",飯田,107705,,甲府市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:20 UTC
5974,山梨学院総合図書館,http://www.ygu.ac.jp/lib/,山梨県甲府市酒折5-4-5,055-224-1250,400-8575,"138.601966,35.656975",本館,104735,,甲府市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:21 UTC
5975,中央市立玉穂生涯学習館,https://www.lib.city-chuo.ed.jp/,山梨県中央市下河東1-1,055-230-7300,409-3821,"138.5438032,35.601207",玉穂,104477,,中央市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:21 UTC
5976,中央市立田富図書館,https://www.lib.city-chuo.ed.jp/,山梨県中央市臼井阿原240-1,055-274-3311,409-3844,"138.5180467,35.6009509",田富,104478,,中央市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:21 UTC
5977,中央市立玉穂生涯学習館豊富分館,https://www.lib.city-chuo.ed.jp/,山梨県中央市大鳥居3866 豊富庁舎内,055-269-4011,400-1594,"138.557708,35.571749",豊富,104479,,中央市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:21 UTC
5978,笛吹市一宮図書館,https://library.city.fuefuki.yamanashi.jp/,山梨県笛吹市一宮町末木921-1 いちのみや桃の里ふれあい文化館内,0553-47-5220,405-0073,"138.692137,35.6489819",一宮図書館,104480,,笛吹市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:21 UTC
5979,笛吹市八代図書館,https://library.city.fuefuki.yamanashi.jp/,山梨県笛吹市八代町南527 八代総合会館内,055-265-2113,406-0822,"138.643228,35.616839",八代図書館,104481,,笛吹市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:21 UTC
5980,笛吹市境川図書室,https://library.city.fuefuki.yamanashi.jp/,山梨県笛吹市境川町三椚3 境川総合会館内,055-266-2014,406-0846,"138.615647,35.6038219",境川図書室,104482,,笛吹市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:21 UTC
5981,笛吹市御坂図書館,https://library.city.fuefuki.yamanashi.jp/,山梨県笛吹市御坂町夏目原744 学びの杜みさか内,055-263-0363,406-0804,"138.661219,35.624328",御坂図書館,104483,,笛吹市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:21 UTC
5982,笛吹市春日居ふるさと図書館,https://library.city.fuefuki.yamanashi.jp/,山梨県笛吹市春日居町寺本155-1 春日居あぐり情報ステーション内,0553-26-2283,406-0013,"138.6552731,35.6667995",春日居図書館,104484,,笛吹市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:21 UTC
5983,笛吹市石和図書館,https://library.city.fuefuki.yamanashi.jp/,山梨県笛吹市石和町広瀬626-1 石和スコレーセンター内,055-262-5959,406-0035,"138.6292867,35.6341868",石和図書館,104485,,笛吹市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:22 UTC
5984,富士川町立図書館,https://www.fujikawa-township-lib.jp/,山梨県南巨摩郡富士川町鰍沢1760-1,0556-22-7212,400-0601,"138.4592765,35.5457964",富士川町立図書館,110682,,南巨摩郡富士川町,2025-03-06 05:10:24 UTC,2025-03-07 14:41:22 UTC
5985,富士河口湖町生涯学習館上九一色分館,https://www.fujikawaguchiko.ed.jp/,山梨県南都留郡富士河口湖町富士ヶ嶺1219-1 上九一色コミュニティセンター内,0555-89-2511,401-0338,"138.618690,35.415703",上九図書館,104486,,南都留郡富士河口湖町,2025-03-06 05:10:24 UTC,2025-03-07 14:41:22 UTC
5986,富士河口湖町生涯学習館大石分館,https://www.fujikawaguchiko.ed.jp/,山梨県南都留郡富士河口湖町大石72,0555-76-7702,401-0305,"138.7431477,35.5268543",大石図書館,110592,,南都留郡富士河口湖町,2025-03-06 05:10:24 UTC,2025-03-07 14:41:22 UTC
5987,富士河口湖町生涯学習館,https://www.fujikawaguchiko.ed.jp/,山梨県南都留郡富士河口湖町船津1754,0555-73-1212,401-0301,"138.754197,35.497037",本館,104488,,南都留郡富士河口湖町,2025-03-06 05:10:24 UTC,2025-03-07 14:41:22 UTC
5988,富士河口湖町生涯学習館河口分館,https://www.fujikawaguchiko.ed.jp/,山梨県南都留郡富士河口湖町河口6番地の1,0555-76-7302,401-0304,"138.7737478,35.5303658",河口図書館,104489,,南都留郡富士河口湖町,2025-03-06 05:10:24 UTC,2025-03-07 14:41:22 UTC
5989,富士吉田市立図書館,https://flib.fujinet.ed.jp/,山梨県富士吉田市緑ケ丘2丁目5−23,0555-22-0706,403-0013,"138.796104,35.491247",市立図書館,104490,,富士吉田市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:22 UTC
5990,北杜市すたま森の図書館,http://www.lib.city-hokuto.ed.jp/,山梨県北杜市須玉町若神子521-17,0551-20-6112,408-0112,"138.4248608,35.7900061",すたま,104491,,北杜市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:22 UTC
5991,北杜市たかね図書館,http://www.lib.city-hokuto.ed.jp/,山梨県北杜市高根町村山北割3315,0551-47-4784,408-0002,"138.410878,35.838011",たかね,104492,,北杜市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:22 UTC
5992,北杜市ながさか図書館,http://www.lib.city-hokuto.ed.jp/,山梨県北杜市長坂町長坂上条2575-19,0551-32-8228,408-0021,"138.366993,35.827147",ながさか,104493,,北杜市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:23 UTC
5993,北杜市ライブラリーはくしゅう,http://www.lib.city-hokuto.ed.jp/,山梨県北杜市白州町白須312,0551-35-5070,408-0315,"138.335581,35.807823",はくしゅう,104495,,北杜市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:23 UTC
5994,北杜市むかわ図書館,http://www.lib.city-hokuto.ed.jp/,山梨県北杜市武川町牧原1243,0551-20-3019,408-0302,"138.375210,35.784085",むかわ,104494,,北杜市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:23 UTC
5995,北杜市小淵沢図書館,http://www.lib.city-hokuto.ed.jp/,山梨県北杜市小淵沢町7711 ,0551-36-3164,408-0044,"138.3172902,35.8581363",小淵沢,104496,,北杜市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:23 UTC
5996,北杜市明野図書館,http://www.lib.city-hokuto.ed.jp/,山梨県北杜市明野町上手5602,0551-25-3285,408-0204,"138.4401001,35.7662429",明野,104497,,北杜市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:23 UTC
5997,北杜市立郷土資料館,http://shiryoukannikki.blogspot.jp/,山梨県北杜市長坂町中丸1996-2,0551-32-6498,408-0036,"138.354874,35.821660",郷土資料館,115770,,北杜市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:23 UTC
5998,北杜市金田一春彦記念図書館,http://www.lib.city-hokuto.ed.jp/,山梨県北杜市大泉町谷戸3000 ,0551-38-1211,409-1502,"138.388668,35.862089",金田一,104498,,北杜市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:23 UTC
5999,市川三郷町立図書館三珠分館,http://www.town.ichikawamisato.yamanashi.jp/20life/24library/index.html,山梨県西八代郡市川三郷町上野2717番地,055-272-1204,409-3612,"138.515253,35.565620",三珠分館,104548,,西八代郡市川三郷町,2025-03-06 05:10:24 UTC,2025-03-07 14:41:23 UTC
6000,市川三郷町立図書館六郷分館,http://www.town.ichikawamisato.yamanashi.jp/20life/24library/index.html,山梨県西八代郡市川三郷町岩間2920-1,0556-32-2002,409-3244,"138.462563,35.4965689",六郷分館,104549,,西八代郡市川三郷町,2025-03-06 05:10:24 UTC,2025-03-07 14:41:23 UTC
6001,市川三郷町立図書館,http://www.town.ichikawamisato.yamanashi.jp/20life/24library/index.html,山梨県西八代郡市川三郷町市川大門1785,055-272-8888,409-3601,"138.5012778,35.5656143",市川本館,104547,,西八代郡市川三郷町,2025-03-06 05:10:24 UTC,2025-03-07 14:41:24 UTC
6002,甲斐市竜王南部公民館図書室,https://kai.library2.city.kai.yamanashi.jp/,山梨県甲斐市西八幡1976-1,055-276-0711,400-0117,"138.5239153,35.6375158",南部公民館,104500,,甲斐市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:24 UTC
6003,甲斐市立双葉図書館,https://kai.library2.city.kai.yamanashi.jp/,山梨県甲斐市下今井230 甲斐市双葉ふれあい文化館内,0551-20-3669,400-0105,"138.4873876,35.6856674",双葉図書館,104501,,甲斐市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:24 UTC
6004,甲斐市立敷島図書館,https://kai.library2.city.kai.yamanashi.jp/,山梨県甲斐市島上条1020 甲斐市敷島総合文化会館内,055-277-9955,400-0123,"138.521795,35.688624",敷島図書館,104502,,甲斐市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:24 UTC
6005,甲斐市立竜王図書館,https://kai.library2.city.kai.yamanashi.jp/,山梨県甲斐市篠原2610-12,055-278-0811,400-0115,"138.5150767,35.660429",竜王図書館,104503,,甲斐市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:24 UTC
6006,甲府市立図書館,http://libnet.city.kofu.yamanashi.jp/lib/,山梨県甲府市城東1丁目12-33,055-235-1427,400-0861,"138.5815671,35.659539",甲府図書館,104504,,甲府市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:24 UTC
6007,甲州市立勝沼図書館,http://www.lib-koshu.jp/,山梨県甲州市勝沼町下岩崎1034-1,0553-44-3746,409-1313,"138.7214785,35.6570296",勝沼図書館,104505,,甲州市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:24 UTC
6008,甲州市立塩山図書館,http://www.lib-koshu.jp/,山梨県甲州市塩山上塩後240,0553-32-1505,404-0045,"138.7205522,35.7028102",塩山図書館,104506,,甲州市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:24 UTC
6009,甲州市立大和図書館,http://www.lib-koshu.jp/,山梨県甲州市大和町初鹿野1693-1,0553-48-2921,409-1203,"138.779146,35.638521",大和図書館,104507,,甲州市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:24 UTC
6010,甲州市立塩山図書館分館「甘草屋敷子ども図書館」,http://www.lib-koshu.jp/,山梨県甲州市塩山上於曽1651-7,0553-33-5926,404-0042,"138.735134,35.706454",甘草図書館,104508,,甲州市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:25 UTC
6011,南アルプス市立わかくさ図書館・若草生涯学習センター,https://m-alps-lib.e-tosho.jp/,山梨県南アルプス市寺部725-1,055-283-1501,400-0337,"138.4907247,35.6065584",わかくさ図,104509,,南アルプス市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:25 UTC
6012,南アルプス市立中央図書館,https://m-alps-lib.e-tosho.jp/,山梨県南アルプス市小笠原1060-1,055-280-3300,400-0306,"138.462255,35.614337",中央図書館,104511,,南アルプス市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:25 UTC
6013,南アルプス市立八田ふれあい図書館,https://m-alps-lib.e-tosho.jp/,山梨県南アルプス市榎原800,055-285-5010,400-0204,"138.4826219,35.6613453",八田ふれあ,104510,,南アルプス市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:25 UTC
6014,南アルプス市立甲西図書館,https://m-alps-lib.e-tosho.jp/,山梨県南アルプス市鮎沢1212,055-282-7291,400-0403,"138.469781,35.593475",甲西図書館,104512,,南アルプス市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:25 UTC
6015,南アルプス市立白根桃源図書館,https://m-alps-lib.e-tosho.jp/,山梨県南アルプス市飯野2804-1,055-284-6010,400-0222,"138.4624463,35.6409639",白根桃源図,104513,,南アルプス市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:25 UTC
6016,南アルプス市立櫛形図書館芦安分館,https://m-alps-lib.e-tosho.jp/,山梨県南アルプス市芦安芦倉518,055-282-7285,400-0241,"138.380280,35.637828",芦安分館,104514,,南アルプス市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:25 UTC
6017,身延町下部公民館図書室,http://www3.town.minobu.lg.jp/lib/,山梨県南巨摩郡身延町常葉1025番地,0556-20-3019,409-2936,"138.4796576,35.4458896",下部図書室,111964,,南巨摩郡身延町,2025-03-06 05:10:24 UTC,2025-03-07 14:41:25 UTC
6018,身延町中富公民館図書室,http://www3.town.minobu.lg.jp/lib/,山梨県南巨摩郡身延町切石360 中富総合会館内,0556-42-2337,409-3304,"138.4425323,35.4679887",中富図書室,104515,,南巨摩郡身延町,2025-03-06 05:10:24 UTC,2025-03-07 14:41:26 UTC
6019,身延町立図書館,http://www3.town.minobu.lg.jp/lib/,山梨県南巨摩郡身延町波木井407 身延町総合文化会館内,0556-62-2141,409-2523,"138.445883,35.373230",身延図書館,104516,,南巨摩郡身延町,2025-03-06 05:10:24 UTC,2025-03-07 14:41:26 UTC
6020,韮崎市立大村記念図書館,https://www.nirasaki-library.jp/,山梨県韮崎市若宮1町目2番50号,0551-22-4946,407-0015,"138.449988,35.71171",韮崎市大村記念図書館,110729,,韮崎市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:26 UTC
6021,忍野村立おしの図書館,http://www.oshino.ed.jp/,山梨県南都留郡忍野村忍草1423-1 忍野村生涯学習センター1階,0555-84-7300,401-0511,"138.846383,35.459256",おしの図書館,104517,,南都留郡忍野村,2025-03-06 05:10:24 UTC,2025-03-07 14:41:26 UTC
6022,大月市立図書館,http://www.city.otsuki.yamanashi.jp/bunka/shisetsu/bunka-sisetsu-toshokan.html,山梨県大月市駒橋一丁目5-1,0554-22-4815,401-0011,"138.948785,35.6131963",本館,104540,,大月市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:26 UTC
6023,山梨県立図書館「かいぶらり」,https://www.lib.pref.yamanashi.jp/,山梨県甲府市北口2丁目8番1号,055-255-1040,400-0024,"138.5702537,35.6684598",県立図書館,104518,,甲府市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:26 UTC
6024,山梨県立文学館,http://www.bungakukan.pref.yamanashi.jp/,山梨県甲府市貢川1-5-35,055-235-8080,400-0065,"138.5393851,35.6601378",県立文学館,110417,,甲府市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:26 UTC
6025,昭和町立図書館,http://www.lib.showacho.ed.jp/,山梨県中巨摩郡昭和町押越575,055-275-7860,409-3864,"138.5365366,35.62717",本館,104521,,中巨摩郡昭和町,2025-03-06 05:10:24 UTC,2025-03-07 14:41:26 UTC
6026,南部町立南部図書館,https://www.town.nanbu.yamanashi.jp/shisetsu/syakaikyouiku/library.html,山梨県南巨摩郡南部町大和360,0556-62-9292,409-2213,"138.4554886,35.2796026",南部町立,104539,,南巨摩郡南部町,2025-03-06 05:10:24 UTC,2025-03-07 14:41:26 UTC
6027,山梨県富士山科学研究所・環境情報センター,http://www.mfri.pref.yamanashi.jp/jouhou/jouhou.html,山梨県富士吉田市上吉田剣丸尾5597番地1,0555-72-6202,403-0005,"138.762925,35.453242",富士山科学,104552,,富士吉田市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:27 UTC
6028,小菅村中央公民館図書室,http://www.vill.kosuge.yamanashi.jp/,山梨県北都留郡小菅村4581番地,0428-87-0453,409-0211,"138.941678,35.760246",小菅公民図,104543,,北都留郡小菅村,2025-03-06 05:10:24 UTC,2025-03-07 14:41:27 UTC
6029,都留市立図書館,http://www.lib.city.tsuru.yamanashi.jp/,山梨県都留市中央三丁目8-1,0554-43-1324,402-0052,"138.909304,35.551035",都留市立図書館,104569,,都留市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:27 UTC
6030,上野原市立図書館,http://www.library.city.uenohara.yamanashi.jp/,山梨県上野原市上野原3531,0554-63-5241,409-0112,"139.1114817,35.6299593",上野原,104570,,上野原市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:27 UTC
6031,上野原市立図書館秋山分館,http://www.library.city.uenohara.yamanashi.jp/,山梨県上野原市秋山7131,0554-20-5006,401-0201,"139.078831,35.569891",秋山,104571,,上野原市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:27 UTC
6032,山中湖情報創造館,http://www.lib-yamanakako.jp/,山梨県南都留郡山中湖村平野506-296,0555-20-2727,401-0502,"138.868938,35.407147",本館,104572,,南都留郡山中湖村,2025-03-06 05:10:24 UTC,2025-03-07 14:41:27 UTC
6033,山梨市三富公民館図書室,http://www.city.yamanashi.yamanashi.jp/library/,山梨県山梨市三富川浦262,0553-39-2131,404-0201,"138.738751,35.792759",三富図書館,104573,,山梨市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:27 UTC
6034,山梨市立図書館,https://www.city.yamanashi.yamanashi.jp/site/city-library/,山梨県山梨市万力1830 山梨市民会館内,0553-22-9600,405-0031,"138.682188,35.693262",山梨市立図書館,104574,,山梨市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:27 UTC
6035,山梨市牧丘町総合会館図書室,http://www.city.yamanashi.yamanashi.jp/library/,山梨県山梨市牧丘町窪平447,0553-35-3612,404-0013,"138.7142748,35.7360227",牧丘図書館,104575,,山梨市,2025-03-06 05:10:24 UTC,2025-03-07 14:41:27 UTC
6036,高岡市万葉歴史館図書閲覧室,http://www.manreki.com/,富山県高岡市伏木一宮1-11-11,0766-44-5511,933-0116,"137.0456246,36.7953365",図書閲覧室,111841,,高岡市,2025-03-06 05:10:42 UTC,2025-03-07 14:42:03 UTC
6037,朝日町図書館,http://lib.town.asahi.toyama.jp/,富山県下新川郡朝日町沼保969,0765-83-0574,939-0742,"137.560692,36.955879",朝日町図書,104319,,下新川郡朝日町,2025-03-06 05:10:42 UTC,2025-03-07 14:42:03 UTC
6038,舟橋村立図書館,http://lib.vill.funahashi.toyama.jp/,富山県中新川郡舟橋村竹内602,076-463-5831,930-0289,"137.3066629,36.7057171",舟橋図書館,104320,,中新川郡舟橋村,2025-03-06 05:10:42 UTC,2025-03-07 14:42:03 UTC
6039,氷見市立図書館,https://www.himi.library.ne.jp/,富山県氷見市本町4-9 氷見市教育文化センター内,0766-74-8226,935-0016,"136.9869671,36.853007",氷見市立図書館,104321,,氷見市,2025-03-06 05:10:42 UTC,2025-03-07 14:42:03 UTC
6040,氷見市移動図書館,https://www.himi.library.ne.jp/,富山県氷見市本町4-9 氷見市教育文化センター内,0766-74-8226,935-0016,"136.9869671,36.853007",移動,104322,,氷見市,2025-03-06 05:10:42 UTC,2025-03-07 14:42:03 UTC
6041,射水市下村図書館,http://lib.city.imizu.toyama.jp/,富山県射水市加茂中部838-2 下村交流センター内,0766-59-2303,933-0204,"137.149292,36.7400223",下村図書館,104323,,射水市,2025-03-06 05:10:42 UTC,2025-03-07 14:42:03 UTC
6042,射水市中央図書館,http://lib.city.imizu.toyama.jp/,富山県射水市戸破1511,0766-57-4646,939-0351,"137.0991619,36.7115417",中央図書館,104324,,射水市,2025-03-06 05:10:42 UTC,2025-03-07 14:42:04 UTC
6043,射水市新湊図書館,http://lib.city.imizu.toyama.jp/,富山県射水市三日曽根3-23 新湊中央文化会館内,0766-82-8410,934-0016,"137.0810368,36.7788667",新湊図書館,104326,,射水市,2025-03-06 05:10:42 UTC,2025-03-07 14:42:04 UTC
6044,射水市正力図書館,http://lib.city.imizu.toyama.jp/,富山県射水市大門67 大門総合会館内,0766-52-5273,939-0232,"137.049656,36.733460",正力図書館,104327,,射水市,2025-03-06 05:10:42 UTC,2025-03-07 14:42:04 UTC
6045,町立上市図書館,https://kamiichilibweb.town.kamiichi.toyama.jp/,富山県中新川郡上市町南町19 生涯学習会館2F,076-472-6494,930-0345,"137.363893,36.703725",町立上市図書館,104328,,中新川郡上市町,2025-03-06 05:10:42 UTC,2025-03-07 14:42:04 UTC
6046,黒部市立図書館宇奈月館,https://www.kurobe-lib.jp/,富山県黒部市宇奈月町下立682,0765-65-1010,938-0861,"137.5424952,36.860393",黒部市宇奈月館,104329,,黒部市,2025-03-06 05:10:42 UTC,2025-03-07 14:42:04 UTC
6047,黒部市立図書館,https://www.kurobe-lib.jp/,富山県黒部市植木23-1,0765-54-2311,938-0014,"137.445929,36.879260",黒部市立図書館,104330,,黒部市,2025-03-06 05:10:42 UTC,2025-03-07 14:42:04 UTC
6048,滑川市立図書館,http://svlib.city.namerikawa.toyama.jp/top.html,富山県滑川市吾妻町426,076-475-8001,936-0033,"137.344328,36.767511",図書館,104331,,滑川市,2025-03-06 05:10:42 UTC,2025-03-07 14:42:04 UTC
6049,滑川市立子ども図書館,http://svlib.city.namerikawa.toyama.jp/Top.html,富山県滑川市吾妻町426番地 滑川市民交流プラザ2F,076-475-8180,936-0033,"137.3448802,36.7684157",子どもとしょかん,115561,,滑川市,2025-03-06 05:10:42 UTC,2025-03-07 14:42:04 UTC
6050,南砺市立中央図書館,https://library.city.nanto.toyama.jp/,富山県南砺市福光7336-4,0763-52-0317,939-1635,"136.8723357,36.5604737",中央,111807,,南砺市,2025-03-06 05:10:42 UTC,2025-03-07 14:42:05 UTC
